State,County,Population,% rural,FIPS,% Children in Poverty,% Unemployed,Income Ratio,% Children in Single-Parent Households,Violent Crime Rate,Injury Death Rate,Years of Potential Life Lost Rate,Median Household Income,% Enrolled in Free or Reduced Lunch,Segregation Index,% Homeowners,% Completed High School,% Some College
Missouri,Benton,19627,86.539672544,29015,27.5,7.27021424,4.6764930253,24.241513968,435.08434764,120.50570844,10493.0,44141.0,78.879484079,33.562888486,83.089330025,86.161251504,48.56413529
Missouri,Bollinger,12111,100.0,29017,22.7,5.62026253,4.4250859845,14.61014383,437.72544887,83.921607346,8468.0,48198.0,64.160263447,20.600550074,82.625395391,83.597155311,43.972706596
Missouri,Boone,182991,18.786045425,29019,12.5,4.222824,4.7475074878,20.154739943,361.89453359,56.661071061,6783.0,62673.0,40.270149314,30.325290619,56.018576454,94.644923145,80.431518542
Missouri,Buchanan,86530,13.372047399,29021,17.3,4.92846875,4.727413202,26.97938301,462.95002041,74.466249535,9099.0,53133.0,69.319388839,29.93002587,62.071220498,88.813224689,54.370363944
Missouri,Butler,42178,52.182548955,29023,26.7,6.33008854,4.8054409567,32.850533092,502.7868091,102.49177245,12342.0,42099.0,78.677008635,46.368577819,63.907568162,84.034387473,56.523484544
Missouri,Caldwell,9051,100.0,29025,16.2,5.35171769,3.8319146178,15.702867889,189.5206243,114.68648684,10319.0,47870.0,53.366275479,17.954571659,76.073453956,90.09837123,50.925925926
Missouri,Callaway,44887,62.027429396,29027,14.4,4.47439858,3.5190306634,19.524870082,367.53994756,73.009273068,7903.0,61268.0,48.998759525,39.556735678,74.564159428,88.211684739,58.355690177
Missouri,Camden,46414,74.228444162,29029,21.4,7.04763928,4.6031496714,14.371949653,262.62003448,96.648780082,7751.0,64357.0,57.957381455,42.650508367,81.462427746,91.538152841,58.062200957
Missouri,Cape Girardeau,79512,30.503211143,29031,13.9,5.15458805,4.2011738687,21.88342419,362.2795548,85.233758657,8972.0,57763.0,63.244909397,43.382453482,65.914280986,91.589798171,68.688542112
Missouri,Carroll,8554,64.540075309,29033,18.1,6.04700855,4.2483463079,20.443985545,155.35704378,121.32310862,9280.0,51891.0,49.164851126,38.985959028,72.484366117,87.563079928,48.369855692
Missouri,Carter,5991,100.0,29035,29.8,6.53724247,4.8168146214,21.742066172,430.48469388,118.56145435,12583.0,38854.0,64.766839378,41.319073084,71.76520994,86.212828705,54.56053068
Missouri,Cass,106806,32.402139166,29037,9.0,5.31814568,3.71735827,17.568425228,185.18974561,80.136002244,7263.0,82068.0,36.725320938,33.182718619,75.441245637,93.535940951,64.228598307
Missouri,Cedar,14322,75.296810185,29039,27.9,4.46459714,3.7286012526,17.034883721,370.30379292,97.285865351,10115.0,40130.0,59.580552908,37.569087591,69.96231832,86.534329275,56.362991847
Missouri,Chariton,7360,100.0,29041,14.9,4.04654853,4.0699675182,11.820330969,438.74227215,64.458947708,7387.0,60521.0,46.380952381,55.749576794,77.267719427,90.741444867,60.674931129
Missouri,Christian,90655,44.796052802,29043,11.3,4.93578833,3.6178196863,16.388474239,164.41524183,66.962340563,6963.0,67585.0,34.647066278,40.375213603,74.712962108,92.383734756,71.69624397
Missouri,Clark,6830,100.0,29045,20.0,5.9955822,4.4207035176,13.290322581,125.08277537,50.125313283,6389.0,47750.0,53.488372093,33.13980464,76.072920623,86.5,51.916376307
Missouri,Clinton,20553,76.208841537,29049,11.5,5.94471791,3.624881425,18.142235123,455.74195576,64.343790824,6654.0,66492.0,41.305469556,42.539946933,77.839506173,92.759447265,54.873721561
Missouri,Cole,76191,29.074878273,29051,10.7,4.39069245,4.1705920484,22.367652215,256.98912838,71.788258573,7842.0,63486.0,49.13509061,42.769799912,67.118946222,92.177925713,66.964636542
Missouri,Cooper,17102,53.201522641,29053,17.8,5.55478598,4.4423147469,24.055613851,99.122061739,47.852341347,6638.0,51221.0,68.831168831,30.697925672,74.298328603,88.728757081,56.71914214
Missouri,Crawford,23739,73.307418205,29055,22.3,6.40434943,4.7376933896,25.041125937,162.82755476,112.48125312,11109.0,43785.0,59.00243309,32.604342127,72.841396203,81.744421907,47.546346783
Missouri,Dade,7568,100.0,29057,22.2,4.35393258,3.8729763972,18.069948187,303.75812376,97.581559723,14264.0,46535.0,61.481481481,4.1754968528,73.94319683,88.114829036,49.372937294
Missouri,Dallas,17219,81.933599571,29059,35.5,5.88569804,4.1537409958,24.768112309,323.10177706,103.59609431,11226.0,43482.0,58.539325843,8.4669508984,75.421085465,86.016260163,37.362938596
Missouri,DeKalb,10944,62.403040645,29063,12.5,4.29972866,3.9013258843,20.890410959,134.60675598,68.4909168,10333.0,52868.0,42.967244701,4.6314457574,69.605263158,88.40629275,39.384891012
Missouri,Dent,15481,68.569968704,29065,22.2,4.81813888,4.8164313222,23.110213503,92.654717403,113.75093715,12149.0,44057.0,85.062611807,30.51888256,71.518489378,83.924199837,49.628022319
Missouri,Douglas,13344,79.121601871,29067,27.7,7.72208245,4.8222234404,21.777777778,175.38622285,93.149038462,10369.0,46079.0,67.449238579,46.924079179,82.602971601,82.926322353,48.149606299
Missouri,Dunklin,28878,50.455356305,29069,29.8,7.29977513,5.1872258772,32.621384983,502.12561161,109.39589158,14031.0,42512.0,86.153846154,27.507609911,61.655252084,79.048778014,45.078711196
Missouri,Franklin,104469,55.598470815,29071,11.1,6.20003418,3.905538385,20.240202276,195.11869323,132.94126273,9269.0,62781.0,40.029966288,42.243270123,77.236365405,89.399244193,67.668896867
Missouri,Gasconade,14566,80.86979372,29073,14.1,5.75861162,3.8722968006,23.731048121,145.26045537,130.59270041,10594.0,54487.0,48.08682855,32.254360711,79.151771206,87.762565641,61.122177955
Missouri,Greene,294997,13.997688735,29077,14.4,5.34735948,4.5382625671,21.77952415,770.34334213,93.383549274,8903.0,46934.0,47.4957808,29.49442135,56.257253082,92.63892595,69.908730159
Missouri,Grundy,9595,45.463405126,29079,24.2,4.59266097,5.0092196987,19.230769231,78.281716327,97.022618398,8697.0,45363.0,53.633217993,19.676958673,67.230769231,84.570046849,51.157298063
Missouri,Harrison,8321,70.391872279,29081,27.7,4.51325112,4.4784738475,28.820960699,58.014735743,94.86091019,7777.0,43642.0,58.11965812,23.397901167,68.759297828,90.513833992,49.581239531
Missouri,Henry,22076,49.546515805,29083,19.8,5.86167683,4.19061626,25.944479232,312.27591312,112.83989578,8744.0,53544.0,55.177255177,36.028657076,71.133132271,87.178665299,53.204081633
Missouri,Hickory,9586,100.0,29085,28.9,5.05284867,3.8277043563,18.73015873,10.90572005,113.96492413,10128.0,36049.0,56.86630369,38.619330631,83.449651047,87.152209493,50.332889481
Missouri,Howard,10001,64.057570978,29089,15.6,4.14765657,4.037817249,22.253653937,117.09601874,89.399237127,8054.0,53190.0,45.637119114,15.612077967,79.595375723,88.78033888,56.689124158
Missouri,Howell,40262,72.173267327,29091,24.7,6.68477254,4.8766982825,20.43469218,262.58804789,102.10790564,10541.0,45808.0,58.320713444,42.199853471,68.226521823,85.984876027,56.825294054
Missouri,Iron,10098,74.854186265,29093,28.6,7.02857143,4.4094112298,22.538610039,275.69909413,100.69499289,11877.0,41744.0,63.02774427,18.743082132,73.159434422,81.238121097,51.183970856
Missouri,Jackson,705925,3.8369343685,29095,16.6,7.14632731,4.6662641069,32.480875911,941.43198334,102.03034967,9377.0,56398.0,59.481781227,50.213884814,58.449501255,91.273801103,68.473520249
Missouri,Jasper,121648,23.691697046,29097,18.9,5.67368309,4.1743797045,21.475770925,416.10235181,75.131853916,9403.0,51329.0,54.842790872,25.826506669,63.618949226,87.198821723,57.764881137
Missouri,Jefferson,226543,30.196175246,29099,10.6,6.09639132,3.6093387381,22.459378906,191.70586906,127.40134181,9567.0,67191.0,35.959767756,34.81074242,79.532349549,90.181608163,68.613076172
Missouri,Johnson,54219,50.443958551,29101,12.5,5.67768738,3.6130046445,16.562770563,191.32711444,56.343875569,6079.0,58373.0,36.979303118,28.891420906,62.410315589,92.510888089,69.068631026
Missouri,Laclede,35895,60.512777262,29105,20.4,8.29597753,3.6996026012,18.017711172,290.80437054,103.77866535,11199.0,46191.0,61.780728635,29.187064499,67.959481024,85.941436418,49.680851064
Missouri,Lafayette,33006,56.948563554,29107,14.3,5.25268363,4.0963355695,18.200353405,111.84292283,95.371428921,9527.0,62043.0,45.456288344,30.855109562,70.907088349,90.107961029,50.571504519
Missouri,Lawrence,38175,58.686649066,29109,21.8,6.07175192,4.0878611623,20.812182741,447.72489951,85.548554021,9206.0,48101.0,59.944021148,26.683848941,71.290996027,84.814756548,47.455688965
Missouri,Lewis,9810,100.0,29111,18.1,4.89327427,4.4361157594,14.381420277,147.44913005,84.776553228,9453.0,42710.0,43.835616438,35.389300468,76.480400334,87.20804331,52.326139089
Missouri,Lincoln,60119,74.829737853,29113,11.7,6.25631027,3.9060999285,23.491867408,284.69946356,104.06982391,8875.0,70054.0,35.289106591,28.583935887,80.331012211,90.001303271,59.758524612
Missouri,Linn,11830,66.452472377,29115,19.9,6.12605537,4.5231794339,21.067515023,322.5411342,89.783024358,9491.0,47506.0,44.340065759,26.048208597,75.869652139,89.189515642,49.556498265
Missouri,Livingston,14413,36.604146101,29117,17.3,3.81648396,3.9760272375,24.636765635,218.05494985,95.752320664,6619.0,51402.0,49.645390071,19.38642032,66.700524801,87.634307257,54.356948902
Missouri,McDonald,22900,99.991335615,29119,25.0,4.97258461,4.1403097367,27.391673747,584.65232083,91.018089845,10385.0,45446.0,70.60139165,18.852170104,68.092458001,79.342444048,38.789521229
Missouri,Macon,15095,67.788770397,29121,18.3,4.78816409,3.8235102724,18.727119121,233.69794541,75.21178054,8202.0,49013.0,48.54368932,32.726266921,74.32295193,89.41920644,54.39896874
Missouri,Madison,12113,65.507933911,29123,23.6,6.53881279,4.7821364809,29.058908046,340.87263394,94.965206713,9503.0,45002.0,64.052605943,38.081484282,70.480313337,86.001181335,49.788135593
Missouri,Maries,8795,100.0,29125,17.6,4.83499616,3.9974490918,17.536071032,142.06097694,93.211476379,9447.0,47698.0,55.995717345,5.6377344942,73.424369748,83.803816433,49.685204617
Missouri,Marion,28423,24.766338904,29127,17.5,4.80453179,4.3960488305,25.594883998,274.59954233,87.367986972,9294.0,54230.0,51.950925181,30.623773806,64.722198145,89.361150034,60.008734896
Missouri,Miller,25791,79.780184257,29131,19.1,6.18297043,4.0242490542,20.715982355,349.51916431,77.842428055,8305.0,51348.0,45.540723544,42.628292272,73.488327593,87.470705916,55.731561914
Missouri,Mississippi,12691,32.699540326,29133,32.0,5.34993861,5.8301640296,34.232290543,463.83174592,136.65305142,12132.0,39621.0,83.015954709,70.671353581,60.584233693,77.247572309,32.84496537
Missouri,Moniteau,15585,52.700711219,29135,16.3,4.24809989,3.6479791395,17.617364967,194.93177388,67.568413018,8202.0,51138.0,46.884028064,35.872346572,76.532110092,85.317164179,46.855645545
Missouri,Monroe,8672,100.0,29137,19.9,5.93824228,5.1083060903,21.77635099,87.051142546,64.889918888,9258.0,48661.0,50.719671008,23.660137083,75.100509247,89.967585089,52.041403105
Missouri,Montgomery,11294,78.514220333,29139,16.7,4.97391304,4.2776886035,30.738362761,238.34858481,95.757090377,10056.0,56447.0,53.909205549,8.4889509661,72.672672673,86.95329874,53.211736717
Missouri,Morgan,20716,100.0,29141,22.4,6.26133204,4.9206922239,15.57412168,225.94100705,77.406206214,10557.0,51582.0,75.675675676,48.341418895,81.188637256,78.265383817,35.228951256
Missouri,New Madrid,16693,56.863262292,29143,25.5,5.79983496,5.1177198737,39.720907052,173.38930462,125.92130496,13733.0,41553.0,91.71002428,28.532638636,62.354072243,81.417767805,46.756097561
Missouri,Newton,58451,64.437140792,29145,17.6,5.80951668,3.8815016534,15.674431982,254.84199796,76.728883286,8562.0,52798.0,58.719017328,19.328286347,72.313881481,87.92450926,56.975638306
Missouri,Nodaway,21743,43.431750107,29147,13.5,4.5700429,4.427751337,24.354561102,158.95481764,58.410690055,5844.0,55821.0,42.121684867,32.847821621,58.084606345,93.281902925,64.339908953
Missouri,Oregon,10411,80.534877309,29149,31.3,6.72930422,4.4160692739,38.241480858,163.85980883,113.57613387,10113.0,37835.0,67.804072647,25.412057007,72.987436017,85.554221689,51.509343555
Missouri,Osage,13535,100.0,29151,9.1,3.58858435,3.5829044682,10.201471059,55.947185857,90.922422643,6562.0,62679.0,36.688311688,32.759076342,83.823250522,91.600086374,59.748630358
Missouri,Ozark,9083,100.0,29153,32.6,7.23968849,4.0602192134,14.441747573,143.15253698,102.85139068,10708.0,38606.0,72.06284153,36.616170905,79.446349829,81.04375636,50.156739812
Missouri,Pemiscot,15600,49.267599475,29155,49.9,7.98915643,6.466270295,43.903018778,887.41147565,101.74561145,17248.0,34498.0,91.685686338,41.785491229,53.388554217,79.17016317,42.043950225
Missouri,Perry,19194,55.621738443,29157,13.9,5.71951964,3.9246177126,12.112424716,318.39653418,80.216689238,7869.0,55605.0,49.23245614,31.247624796,73.577933219,86.615664293,60.216753217
Missouri,Pettis,42490,37.778725623,29159,23.3,6.82633569,3.9298764797,22.576628352,361.22461065,97.104769447,8266.0,52261.0,61.150455268,33.318262446,69.122460322,87.579097049,57.63296598
Missouri,Phelps,44414,46.224200549,29161,17.7,4.76840615,5.3721385022,23.480513872,340.19695613,96.38186945,9785.0,50420.0,48.46892825,39.468788229,59.797946522,89.749299619,65.911811652
Missouri,Pike,17552,54.379995679,29163,19.8,5.45767651,4.1625497626,24.761671963,116.11892739,79.901054037,8083.0,51255.0,50.666666667,38.178749609,71.441454983,86.716453484,38.451585077
Missouri,Platte,106532,15.807975639,29165,6.3,5.44493483,3.8128905739,17.172834952,134.18214469,67.974080256,5653.0,86924.0,26.720086757,35.258068633,67.15767323,96.052481623,79.474566
Missouri,Polk,32490,68.869833317,29167,21.2,4.67517968,4.6313723566,21.873710277,392.54170756,85.668369612,8674.0,50691.0,61.280310378,35.282030108,68.942787121,88.716085271,57.163181107
Missouri,Pulaski,52709,44.031449669,29169,14.3,5.63670027,3.7761112127,22.945454545,268.23337232,85.86377045,8576.0,59126.0,48.452907174,29.756310405,52.300644048,93.27119336,74.011477581
Missouri,Ralls,10299,96.105045736,29173,11.5,4.46063622,4.5466192171,21.308496138,152.49901614,95.576187875,7451.0,57061.0,37.583001328,3.6554113169,85.430784124,90.472290472,54.360867559
Missouri,Randolph,24409,45.175887306,29175,14.4,5.92556317,4.0150659991,24.91143017,106.32748867,62.169974325,8447.0,51924.0,55.340909091,37.177024087,71.055004509,88.570927992,54.903166308
Missouri,Ray,22915,75.219204903,29177,12.6,6.86667883,4.1159889783,16.031562741,468.03249735,100.50251256,9104.0,64014.0,37.380095923,12.526461046,77.812000913,88.693153423,48.322531453
Missouri,Reynolds,6198,100.0,29179,32.0,5.68104038,4.4777259705,16.274864376,200.61728395,114.46012972,11332.0,39089.0,62.561094819,11.332469882,82.015503876,78.928266439,52.21987315
Missouri,Ripley,13300,100.0,29181,31.6,7.90054141,4.9131901418,19.711853307,361.2370526,114.29419623,12437.0,37771.0,90.777338603,34.27315647,80.333802534,81.698866023,54.496173469
Missouri,St. Charles,406204,5.8304783833,29183,5.4,5.22668258,3.5122632431,16.090280698,126.39391641,81.752205554,6099.0,90567.0,19.315111634,25.590261392,81.556411903,95.048067736,79.944707816
Missouri,St. Clair,9689,100.0,29185,28.4,6.11052072,4.4181945266,15.409309791,374.71758417,106.12331529,8545.0,41486.0,61.771217712,31.615845195,80.436893204,86.567802652,50.306406685
Missouri,Ste. Genevieve,17924,76.142187931,29186,11.3,4.94642277,4.6700445263,15.092859011,300.84066691,92.655644738,6824.0,58618.0,48.428343101,54.370337674,80.915609487,90.810979901,65.074176515
Missouri,St. Francois,66485,39.763460273,29187,18.8,7.01143333,4.3988891572,24.94446435,293.78395233,98.284810202,10826.0,48476.0,57.073079091,41.948579248,67.922839004,85.278607281,53.610213487
Missouri,St. Louis,994020,1.1379903379,29189,11.6,6.25475253,4.5550436391,28.121443166,344.48737853,99.508541049,8753.0,68964.0,43.277322891,58.194524568,68.280126349,93.99629024,78.389001213
Missouri,Saline,22858,45.806589645,29195,14.8,4.52014721,4.1317966354,17.408274785,199.18185518,74.460816091,8596.0,52850.0,64.889362837,37.368363308,70.783242259,84.732926748,56.303458535
Missouri,Scott,38288,41.552907555,29201,22.9,5.32407407,4.6995487125,27.201565558,935.5865785,88.918008237,10686.0,52864.0,80.928481807,52.58845307,66.203884761,84.814333741,59.495483587
Missouri,Shannon,8203,100.0,29203,32.5,7.32874663,3.8483163423,22.529644269,333.73786408,104.94203783,12093.0,37599.0,75.832862789,35.468749484,74.861247143,82.049096488,47.329545455
Missouri,Shelby,5919,100.0,29205,20.5,4.46340663,4.4218982598,17.538688283,57.334753051,83.327778148,7470.0,48430.0,51.37524558,21.718723598,75.653923541,89.995166747,55.239520958
Missouri,Stoddard,29001,69.791110518,29207,21.5,5.95256081,4.2929174723,24.670846395,132.67945316,80.033381445,9473.0,47372.0,57.390618841,21.901456225,70.021654396,79.784747248,47.909407666
Missouri,Stone,32465,88.687038072,29209,23.4,9.78658537,3.93625,16.18883792,472.28557103,117.0459122,11551.0,51797.0,64.683088846,37.288516221,83.308377335,88.731995469,58.823529412
Missouri,Sullivan,6033,100.0,29211,19.4,4.34470377,4.1078120496,12.40981241,205.32259338,110.2678861,11099.0,43387.0,64.552238806,45.450414945,73.715058611,85.502890173,42.226748133
Missouri,Taney,56104,43.860667634,29213,24.1,12.92128413,4.0249778648,24.578663701,347.3272299,79.863584364,9345.0,44670.0,61.973947896,35.405755254,65.515855293,90.277167876,58.61532159
Missouri,Texas,25112,99.21178099,29215,28.7,5.79693957,5.3371684244,17.811751704,129.9801091,105.02308157,10518.0,38985.0,66.666666667,40.901354496,76.177425903,84.368450083,49.669680111
Missouri,Vernon,20388,58.258896923,29217,21.6,4.35565918,3.8752398355,20.947325439,578.4786731,77.943082064,9255.0,45874.0,56.061620898,38.149546825,73.896792862,88.310269483,49.352125483
Missouri,Warren,36594,63.039399625,29219,12.2,5.80545944,3.4502497677,23.862950899,415.01290313,97.642309383,8073.0,69678.0,47.218838814,33.202058367,79.518622896,89.511619237,57.521905467
Missouri,Washington,24604,80.476284977,29221,25.1,7.1773637,4.3948120585,26.99099723,374.92982597,113.58327023,12274.0,42683.0,93.168771527,42.644515861,76.438887691,79.591718041,47.095158598
Missouri,Wayne,12769,100.0,29223,35.8,6.09636185,4.3805705762,17.031910804,194.34893108,118.09997086,11223.0,43848.0,67.86769049,18.411335754,74.806914307,81.214894945,39.041360649
Missouri,Webster,39859,73.929617148,29225,24.9,5.34580303,3.9033654792,17.312588402,180.52486932,95.222980479,8226.0,55431.0,49.876025176,36.926590406,78.214207491,86.820786406,56.097560976
Missouri,Wright,18325,76.625033218,29229,29.2,7.02944769,3.6623548746,18.528027386,276.39280295,85.144472705,11241.0,39521.0,60.898402171,18.055838985,75.763222015,80.936100936,41.798393366
Missouri,St. Louis City,297645,0.000313191,29510,28.9,8.50865443,5.7766515621,48.863675553,1819.5144065,174.87471147,13935.0,45773.0,92.087624155,57.854307526,44.117688032,88.748090067,74.284255085
Montana,Beaverhead,9483,50.151416829,30001,15.6,4.01980198,4.9298754749,20.601700458,106.94615261,78.431372549,4252.0,52613.0,35.640138408,15.169751716,63.906733286,94.661921708,72.843287392
Montana,Big Horn,13063,71.908278274,30003,35.6,7.3245794,4.8024866611,27.454056477,533.07305353,198.72634479,22566.0,42823.0,94.718446602,48.838184043,64.88128106,89.237905898,54.265402844
Montana,Blaine,6568,100.0,30005,23.0,4.78489903,5.2455961041,30.919080919,133.1890452,143.86332984,18405.0,45936.0,71.865203762,80.036156832,58.232596915,89.713322091,60.872235872
Montana,Carbon,10921,100.0,30009,13.2,5.99964074,3.8613294448,24.117956819,234.24801606,112.11600269,5948.0,62465.0,32.420429312,11.118527966,74.226348364,95.361013028,64.222737819
Montana,Cascade,81346,19.821215586,30013,16.4,5.91581342,4.4404577792,24.54331011,241.44503948,102.01979576,8017.0,53357.0,42.548301983,26.170104819,66.573751452,92.422638802,65.995289141
Montana,Custer,11292,17.907513463,30017,13.4,4.81540931,4.1949857414,14.405711886,210.10999876,91.497626241,8072.0,59804.0,43.839899937,43.750507295,67.190407277,93.682551231,69.574621485
Montana,Dawson,8555,27.57082311,30021,12.8,5.56983719,3.5087084042,20.869565217,263.26657031,67.988668555,6106.0,55845.0,25.901639344,53.801653307,65.801644399,92.675751007,60.935576529
Montana,Deer Lodge,9204,33.641643364,30023,20.8,5.08440914,5.0966690109,44.703770197,389.84243868,140.14803136,11293.0,47362.0,52.837573386,22.480545986,67.043499631,89.876577451,54.900181488
Montana,Fergus,11104,47.436561367,30027,14.6,4.55167693,4.6535701741,25.428082192,502.02994718,123.27812617,7480.0,49576.0,43.762508339,17.064459959,70.476567135,94.568807339,76.438779452
Montana,Flathead,105851,51.484691184,30029,12.5,7.81652045,3.9592075872,14.447502594,305.0168204,85.908462376,6476.0,58959.0,35.985619319,35.451272302,73.788353162,94.247793703,67.187187987
Montana,Gallatin,116806,33.542613922,30031,7.1,5.02030269,4.1989339364,15.215215215,225.79534639,57.253145322,3999.0,70029.0,18.588922113,35.414884612,61.149998896,97.008786166,82.888054095
Montana,Glacier,13594,44.010747071,30035,25.4,9.84751056,5.8940282302,34.997611085,225.1025669,132.98649676,17307.0,40817.0,85.103349964,63.404184448,61.712361712,87.743902439,53.48173516
Montana,Hill,16358,40.003727634,30041,21.4,4.98159832,4.338993739,29.243623571,467.345716,81.514465776,8551.0,49734.0,64.794007491,58.112353095,63.390511513,92.216036722,65.851833375
Montana,Jefferson,12360,100.0,30043,8.0,5.13041976,4.2426603325,14.933761542,318.07436063,102.61163152,6871.0,80071.0,28.380634391,14.788253439,84.229471316,94.968051118,72.905982906
Montana,Lake,30986,83.43073819,30047,24.1,6.17907607,4.9302247407,31.75031992,445.98022027,104.13577196,10413.0,52493.0,65.057736721,20.89074529,72.373409723,93.0160545,64.491392801
Montana,Lewis and Clark,70229,28.929726319,30049,11.0,4.96998273,4.3662035744,22.876176087,424.20367794,89.68714329,6636.0,60664.0,29.963861642,19.195571388,71.7598765,95.643994211,74.805441692
Montana,Lincoln,20343,79.79377254,30053,28.2,10.11485735,4.9725900496,16.040861403,203.2096707,98.162240933,7597.0,42501.0,52.866502867,31.957739803,79.563906286,91.4503016,52.413596115
Montana,Madison,8959,100.0,30057,12.9,5.09778071,3.5424231844,6.6616199849,89.160616482,91.924763117,5575.0,58201.0,28.619909502,19.234138406,76.962503372,95.950339935,73.130193906
Montana,Missoula,121630,22.326828242,30063,11.8,6.26452287,4.4559122308,20.240508039,345.38297135,79.852828205,5908.0,63409.0,21.832372381,30.315755889,58.577464789,95.79242289,76.750773144
Montana,Park,16760,47.73599386,30067,12.0,7.44014321,4.0110788509,14.499825723,169.82200138,115.05528709,7393.0,56657.0,38.423098279,21.307958294,68.64715488,95.386308261,74.545013346
Montana,Pondera,5782,58.101738989,30073,23.3,4.91620112,3.6153818116,17.932489451,104.61092782,111.07745128,8746.0,49447.0,56.711409396,67.939194266,71.90957191,93.215705765,64.770070148
Montana,Powell,6817,54.219439306,30077,17.5,4.63464141,4.082254659,20.618556701,456.19116582,113.60988115,8772.0,52904.0,49.104477612,12.929826765,61.908548708,90.354182366,41.798642534
Montana,Ravalli,45002,84.626479658,30081,15.9,5.75807387,4.4615547017,19.779820953,198.24273722,103.86325134,6105.0,58781.0,43.519513068,32.570419349,77.428042417,91.715612411,66.573426573
Montana,Richland,11043,44.202749846,30083,9.5,6.43314247,4.1049117615,12.741992256,282.04064703,95.875542692,9318.0,69169.0,25.482021886,35.864347304,68.557168784,94.22972973,63.278576318
Montana,Roosevelt,10964,39.731414868,30085,28.6,5.97618513,6.6827874258,32.788225675,610.90845163,171.38733538,25631.0,43256.0,80.322707595,36.195761573,64.193349754,88.909686476,57.173834478
Montana,Rosebud,8836,100.0,30087,21.9,5.66541956,4.5091001655,28.10615199,138.31994467,169.71193053,17602.0,54991.0,58.35492228,67.34877817,67.562557924,90.372182422,68.139293139
Montana,Sanders,12157,100.0,30089,24.8,7.76641762,4.5375095827,20.669291339,224.58056277,117.92651493,10139.0,45805.0,63.051084675,44.583548814,77.087672789,89.994490358,54.979879276
Montana,Silver Bow,35180,11.441520468,30093,14.6,6.60306447,5.3301801291,23.826508774,318.48969592,104.45182877,8401.0,54324.0,40.373369321,50.954808067,69.572740583,93.50513304,61.787234043
Montana,Stillwater,9888,100.0,30095,9.9,5.06376594,3.957842549,17.359413203,210.99272075,70.997515087,4396.0,73044.0,24.498886414,10.388538483,80.833333333,93.403539564,70.894677237
Montana,Teton,6249,100.0,30099,14.0,4.3761302,3.7889198634,11.546252532,221.54755067,133.55483892,8868.0,55399.0,42.696629213,28.319554081,72.03525641,92.654824772,69.943135662
Montana,Toole,4686,42.956423742,30101,16.4,4.99766464,4.2615846495,8.9813800657,473.37278107,74.571215511,6245.0,49568.0,43.134087237,9.1904702059,61.959496442,86.987471526,52.292020374
Montana,Valley,7359,55.204233953,30105,16.3,4.33925049,4.3740798049,15.086463924,136.05442177,126.46647293,8614.0,46766.0,43.403093722,36.407076796,75.120336943,93.531866464,66.563467492
Montana,Yellowstone,162990,16.68829238,30111,11.5,5.44090958,4.2873521906,20.429704243,362.01968879,93.659115738,8219.0,58374.0,42.181334884,31.575585882,68.872984849,94.83061412,68.050027086
Nebraska,Adams,31321,22.484376993,31001,10.8,3.9788586,4.6210035904,25.200106724,230.58942447,68.546621223,7799.0,54445.0,52.721430006,27.40724477,68.074456437,90.881905976,72.060287217
Nebraska,Box Butte,10696,24.955783516,31013,12.4,4.75485661,4.1554886289,22.843391337,220.68234983,92.028492021,7719.0,62621.0,51.235230934,17.006032918,71.223647033,91.19840213,62.536443149
Nebraska,Buffalo,50114,32.261073272,31019,9.3,3.95726589,4.4807258879,20.085025161,193.34642769,54.325299896,5121.0,68925.0,37.472205968,35.55290657,66.21792175,91.985673447,71.755233494
Nebraska,Burt,6477,100.0,31021,13.1,3.85264342,4.0723506704,21.885753613,82.3723229,104.59929242,9793.0,51488.0,36.716891356,39.167208848,75.911141965,90.948275862,65.457294029
Nebraska,Butler,7960,65.705777248,31023,8.5,3.39943343,4.2956949377,13.408723748,61.117222833,79.722962705,5764.0,63640.0,40.946502058,26.680481803,77.620312961,92.360484017,75.100864553
Nebraska,Cass,26232,72.956697437,31025,6.8,4.32549136,3.5691973492,12.122186495,125.62074313,66.004067693,6444.0,70106.0,32.840236686,32.683846006,81.52486846,94.565278166,73.077573094
Nebraska,Cedar,8414,100.0,31027,9.5,2.70750111,3.6134356351,8.715808994,40.704774089,75.359724937,5103.0,61673.0,42.586750789,10.053865182,80.224202357,93.473684211,78.702570379
Nebraska,Cherry,5781,52.511815158,31031,14.9,2.4295141,3.5799105327,22.501850481,239.66446974,93.487067622,7275.0,53483.0,43.832020997,25.281880571,59.577063847,96.933728981,75.092936803
Nebraska,Cheyenne,9111,36.25725145,31033,12.9,4.40340909,4.1421315234,19.418819188,290.19723575,80.75141315,9411.0,55172.0,40.258939581,16.770219077,65.977742448,94.570477919,76.645907473
Nebraska,Clay,6216,100.0,31035,11.3,3.19410319,4.1197635671,18.987341772,124.35233161,64.514047934,6379.0,63427.0,47.001763668,8.8211328614,80.621359223,92.766557069,63.520599251
Nebraska,Cuming,8798,65.204070467,31039,9.9,2.52587992,3.2745702393,10.931734317,22.12511754,60.481161238,6542.0,54725.0,51.591062965,47.718931711,66.268811624,90.001647175,63.957783641
Nebraska,Custer,10626,67.666148642,31041,14.0,2.74102079,4.1483608519,21.847109042,139.23051933,88.976217399,6127.0,57873.0,45.578231293,22.293453399,69.635459818,94.832663989,64.05982906
